time,outlet-p,pellet-inlet-p,viscosity_pp
71,101325,949218.93609908,1.8469051721849e-05
72,101325,920977.32088453,1.8469051721849e-05
73,101325,893583.43353217,1.8469051721849e-05
74,101325,867020.4206374,1.8469051721849e-05
75,101325,841270.94610904,1.8469051721849e-05
76,101325,816317.28570236,1.8469051721849e-05
77,101325,792141.41476746,1.8469051721849e-05
78,101325,768725.08915823,1.8469051721849e-05
79,101325,746049.91936737,1.8469051721849e-05
80,101325,724097.43804734,1.8469051721849e-05
81,101325,702849.16115055,1.8469051721849e-05
82,101325,682286.64297516,1.8469051721849e-05
83,101325,662391.52544003,1.8469051721849e-05
84,101325,643145.58193562,1.8469051721849e-05
85,101325,624530.75610982,1.8469051721849e-05
86,101325,606529.19595081,1.8469051721849e-05
87,101325,589123.28352514,1.8469051721849e-05
88,101325,572295.66072034,1.8469051721849e-05
89,101325,556029.25132826,1.8469051721849e-05
90,101325,540307.27978949,1.8469051721849e-05
91,101325,525113.28690203,1.8469051721849e-05
92,101325,510431.14277866,1.8469051721849e-05
93,101325,496245.05731858,1.8469051721849e-05
94,101325,482539.58843998,1.8469051721849e-05
95,101325,469299.64830169,1.8469051721849e-05
96,101325,456510.50772427,1.8469051721849e-05
97,101325,444157.79900325,1.8469051721849e-05
98,101325,432227.51729182,1.8469051721849e-05
99,101325,420706.02071406,1.8469051721849e-05
100,101325,409580.02935635,1.8469051721849e-05
101,101325,398836.62327054,1.8469051721849e-05
102,101325,388463.2396109,1.8469051721849e-05
103,101325,378447.66901471,1.8469051721849e-05
104,101325,368778.05132658,1.8469051721849e-05
105,101325,359442.87075648,1.8469051721849e-05
106,101325,350430.95055296,1.8469051721849e-05
107,101325,341731.44726474,1.8469051721849e-05
108,101325,333333.84465675,1.8469051721849e-05
109,101325,325227.94733976,1.8469051721849e-05
110,101325,317403.87416684,1.8469051721849e-05
111,101325,309852.05144416,1.8469051721849e-05
112,101325,302563.20599876,1.8469051721849e-05
113,101325,295528.35814118,1.8469051721849e-05
114,101325,288738.81455679,1.8469051721849e-05
115,101325,282186.16115597,1.8469051721849e-05
116,101325,275862.25590957,1.8469051721849e-05
117,101325,269759.22169341,1.8469051721849e-05
118,101325,263869.43916242,1.8469051721849e-05
119,101325,258185.5396727,1.8469051721849e-05
120,101325,252700.3982675,1.8469051721849e-05
121,101325,247407.12674088,1.8469051721849e-05
122,101325,242299.0667912,1.8469051721849e-05
123,101325,237369.78327465,1.8469051721849e-05
124,101325,232613.05756783,1.8469051721849e-05
125,101325,228022.88104668,1.8469051721849e-05
126,101325,223593.44868812,1.8469051721849e-05
127,101325,219319.15279957,1.8469051721849e-05
128,101325,215194.57688043,1.8469051721849e-05
129,101325,211214.48961896,1.8469051721849e-05
130,101325,207373.83902686,1.8469051721849e-05
131,101325,203667.74671361,1.8469051721849e-05
132,101325,200091.50230149,1.8469051721849e-05
133,101325,196640.55798207,1.8469051721849e-05
134,101325,193310.52321421,1.8469051721849e-05
135,101325,190097.44877436,1.8469051721849e-05
136,101325,186996.93384292,1.8469051721849e-05
137,101325,184005.03034197,1.8469051721849e-05
138,101325,181117.92760651,1.8469051721849e-05
139,101325,178331.94778083,1.8469051721849e-05
140,101325,175643.54134908,1.8469051721849e-05
141,101325,173049.2827982,1.8469051721849e-05
142,101325,170545.86641111,1.8469051721849e-05
143,101325,168130.10218802,1.8469051721849e-05
144,101325,165798.91189341,1.8469051721849e-05
145,101325,163549.325226,1.8469051721849e-05
146,101325,161378.47610923,1.8469051721849e-05
147,101325,159283.5990994,1.8469051721849e-05
148,101325,157262.02590884,1.8469051721849e-05
149,101325,155311.18204129,1.8469051721849e-05
150,101325,153428.58353667,1.8469051721849e-05
