time,outlet-p,pellet-inlet-p,viscosity_pp
114,101325,112392.44469686,5.0644481188371e-05
115,101325,111753.38466848,5.0644481188371e-05
116,101325,111151.26111385,5.0644481188371e-05
117,101325,110583.93537754,5.0644481188371e-05
118,101325,110049.87417638,5.0644481188371e-05
119,101325,109546.6433251,5.0644481188371e-05
120,101325,109072.46032022,5.0644481188371e-05
121,101325,108625.64600353,5.0644481188371e-05
122,101325,108204.61854092,5.0644481188371e-05
123,101325,107807.88775488,5.0644481188371e-05
124,101325,107434.04978972,5.0644481188371e-05
125,101325,107081.7820898,5.0644481188371e-05
126,101325,106749.838672,5.0644481188371e-05
127,101325,106437.04567502,5.0644481188371e-05
128,101325,106142.29716918,5.0644481188371e-05
129,101325,105864.55121109,5.0644481188371e-05
130,101325,105602.82612907,5.0644481188371e-05
131,101325,105356.19702533,5.0644481188371e-05
132,101325,105123.79248238,5.0644481188371e-05
133,101325,104904.79146157,5.0644481188371e-05
134,101325,104698.42038238,5.0644481188371e-05
135,101325,104503.95037195,5.0644481188371e-05
136,101325,104320.69467474,5.0644481188371e-05
137,101325,104148.00621297,5.0644481188371e-05
138,101325,103985.27528899,5.0644481188371e-05
139,101325,103831.92742126,5.0644481188371e-05
140,101325,103687.4213061,5.0644481188371e-05
141,101325,103551.24689782,5.0644481188371e-05
142,101325,103422.92360044,5.0644481188371e-05
143,101325,103301.99856428,5.0644481188371e-05
144,101325,103188.04508142,5.0644481188371e-05
145,101325,103080.66107428,5.0644481188371e-05
146,101325,102979.4676718,5.0644481188371e-05
147,101325,102884.10786816,5.0644481188371e-05
148,101325,102794.24525922,5.0644481188371e-05
149,101325,102709.5628522,5.0644481188371e-05
150,101325,102629.76194424,5.0644481188371e-05
