time,outlet-p,pellet-inlet-p,viscosity_pp
52,101325,939068.78646627,3.6284499828581e-05
53,101325,901568.57020021,3.6284499828581e-05
54,101325,865591.6968123,3.6284499828581e-05
55,101325,831095.42835968,3.6284499828581e-05
56,101325,798035.80119975,3.6284499828581e-05
57,101325,766368.00432046,3.6284499828581e-05
58,101325,736046.71760965,3.6284499828581e-05
59,101325,707026.41092524,3.6284499828581e-05
60,101325,679261.60568213,3.6284499828581e-05
61,101325,652707.10124629,3.6284499828581e-05
62,101325,627318.16877515,3.6284499828581e-05
63,101325,603050.71531512,3.6284499828581e-05
64,101325,579861.42100607,3.6284499828581e-05
65,101325,557707.85218604,3.6284499828581e-05
66,101325,536548.55306689,3.6284499828581e-05
67,101325,516343.11848736,3.6284499828581e-05
68,101325,497052.25006178,3.6284499828581e-05
69,101325,478637.79784371,3.6284499828581e-05
70,101325,461062.78942392,3.6284499828581e-05
71,101325,444291.44818796,3.6284499828581e-05
72,101325,428289.20227385,3.6284499828581e-05
73,101325,413022.6855986,3.6284499828581e-05
74,101325,398459.73216367,3.6284499828581e-05
75,101325,384569.36470524,3.6284499828581e-05
76,101325,371321.77862487,3.6284499828581e-05
77,101325,358688.32201914,3.6284499828581e-05
78,101325,346641.47252228,3.6284499828581e-05
79,101325,335154.81158307,3.6284499828581e-05
80,101325,324202.99671493,3.6284499828581e-05
81,101325,313761.73218556,3.6284499828581e-05
82,101325,303807.73854818,3.6284499828581e-05
83,101325,294318.72136046,3.6284499828581e-05
84,101325,285273.33938735,3.6284499828581e-05
85,101325,276651.17254102,3.6284499828581e-05
86,101325,268432.68977294,3.6284499828581e-05
87,101325,260599.21709997,3.6284499828581e-05
88,101325,253132.90591747,3.6284499828581e-05
89,101325,246016.70172705,3.6284499828581e-05
90,101325,239234.3133846,3.6284499828581e-05
91,101325,232770.18295508,3.6284499828581e-05
92,101325,226609.45624406,3.6284499828581e-05
93,101325,220737.95406138,3.6284499828581e-05
94,101325,215142.14425998,3.6284499828581e-05
95,101325,209809.11458211,3.6284499828581e-05
96,101325,204726.54633592,3.6284499828581e-05
97,101325,199882.6889174,3.6284499828581e-05
98,101325,195266.33518582,3.6284499828581e-05
99,101325,190866.79769506,3.6284499828581e-05
100,101325,186674.26315953,3.6284499828581e-05
101,101325,182678.60280707,3.6284499828581e-05
102,101325,178870.55665448,3.6284499828581e-05
103,101325,175241.29763159,3.6284499828581e-05
104,101325,171782.41198852,3.6284499828581e-05
105,101325,168485.88049107,3.6284499828581e-05
106,101325,165344.06038623,3.6284499828581e-05
107,101325,162349.66811791,3.6284499828581e-05
108,101325,159495.76277144,3.6284499828581e-05
109,101325,156775.73022485,3.6284499828581e-05
110,101325,154183.26798422,3.6284499828581e-05
111,101325,151712.37068053,3.6284499828581e-05
112,101325,149357.31620483,3.6284499828581e-05
113,101325,147112.65245918,3.6284499828581e-05
114,101325,144973.1847003,3.6284499828581e-05
115,101325,142933.96345381,3.6284499828581e-05
116,101325,140990.27297651,3.6284499828581e-05
117,101325,139137.62024528,3.6284499828581e-05
118,101325,137371.724451,3.6284499828581e-05
119,101325,135688.50697692,3.6284499828581e-05
120,101325,134084.0818409,3.6284499828581e-05
121,101325,132554.74658213,3.6284499828581e-05
122,101325,131096.97357289,3.6284499828581e-05
123,101325,129707.40173703,3.6284499828581e-05
124,101325,128382.82865715,3.6284499828581e-05
125,101325,127120.20305323,3.6284499828581e-05
126,101325,125916.61761598,3.6284499828581e-05
127,101325,124769.30217895,3.6284499828581e-05
128,101325,123675.61721379,3.6284499828581e-05
129,101325,122633.04763404,3.6284499828581e-05
130,101325,121639.19689303,3.6284499828581e-05
131,101325,120691.78136225,3.6284499828581e-05
132,101325,119788.62497728,3.6284499828581e-05
133,101325,118927.65413846,3.6284499828581e-05
134,101325,118106.8928546,3.6284499828581e-05
135,101325,117324.45811802,3.6284499828581e-05
136,101325,116578.55550017,3.6284499828581e-05
137,101325,115867.4749572,3.6284499828581e-05
138,101325,115189.58683559,3.6284499828581e-05
139,101325,114543.33806828,3.6284499828581e-05
140,101325,113927.24855212,3.6284499828581e-05
141,101325,113339.90769817,3.6284499828581e-05
142,101325,112779.97114634,3.6284499828581e-05
143,101325,112246.15763661,3.6284499828581e-05
144,101325,111737.24602939,3.6284499828581e-05
145,101325,111252.07246772,3.6284499828581e-05
146,101325,110789.52767454,3.6284499828581e-05
147,101325,110348.55437864,3.6284499828581e-05
148,101325,109928.52327554,3.6284499828581e-05
149,101325,109528.06018316,3.6284499828581e-05
150,101325,109146.25206694,3.6284499828581e-05
